Education Type,Industry,Age,CoW,Education,Marital,Occupation,PoB,Hours,Sex,Race,State,Income,Log Income,Rank,Log Rank
Bachelor's degree,LGL,48,Government Employee,21,Married,3710,US,60,Male,non White,California,240000,12.3883942,123,4.812184355
Bachelor's degree,LGL,61,Government Employee,21,Divorced,3050,non US,40,Female,non White,Maryland,110000,11.60823564,499,6.212606096
high-school,LGL,53,Government Employee,17,Divorced,8300,US,36,Male,White,West Virginia,2000,7.60090246,4811,8.478660242
Bachelor's degree,LGL,47, Private Employee,21,One of Single,4850,US,40,Female,White,North Carolina,50000,10.81977828,1785,7.487173694
high-school,LGL,56, Private Employee,16,Divorced,9600,US,42,Female,White,North Carolina,39000,10.57131693,2499,7.823645931
post-high-school,LGL,20,Government Employee,18,One of Single,9800,US,40,Male,White,Virginia,24150,10.09203966,3405,8.133000219
Associate's degree,LGL,44, Private Employee,20,Married,5740,US,40,Female,White,New York,37200,10.52406404,2592,7.860185057
high-school,MGR,33, Private Employee,16,Married,120,US,40,Female,White,Arizona,5000,8.517193191,4584,8.430327258
Associate's degree,LGL,64, Private Employee,20,Married,2310,US,40,Female,non White,North Carolina,14030,9.548953173,4063,8.309676896
post-high-school,LGL,30,Government Employee,19,One of Single,2545,US,45,Female,White,Kansas,24000,10.08580911,3408,8.133880888
post-high-school,LGL,64,Self-Employed,19,Divorced,7750,US,40,Male,White,Connecticut,26000,10.16585182,3241,8.083637203
post-high-school,LGL,28, Private Employee,18,Married,8030,US,48,Male,White,Washington,60000,11.00209984,1409,7.250635512
Bachelor's degree,LGL,22, Private Employee,21,One of Single,5010,US,40,Female,White,Ohio,12000,9.392661929,4149,8.33062262
Bachelor's degree,LGL,27, Private Employee,21,One of Single,4330,US,60,Female,White,Florida,50000,10.81977828,1785,7.487173694
Bachelor's degree,LGL,49, Private Employee,21,Married,4850,non US,23,Female,White,New York,22000,9.998797732,3538,8.171316875
high-school,LGL,56, Private Employee,16,Married,4230,non US,40,Female,White,California,26000,10.16585182,3241,8.083637203
Professional degree,LGL,42, Private Employee,23,One of Single,4830,US,36,Female,White,New York,150000,11.91839057,275,5.616771098
Bachelor's degree,LGL,47,Self-Employed,21,Divorced,2710,non US,35,Female,White,Florida,36000,10.49127422,2625,7.872836175
high-school,LGL,54,Self-Employed,16,One of Single,4220,US,20,Female,White,South Dakota,7800,8.961879013,4446,8.399760095
high-school,LGL,21, Private Employee,16,One of Single,4760,US,30,Female,White,Maryland,4000,8.29404964,4666,8.448057453
Doctorate degree,LGL,31, Private Employee,24,Married,2205,US,40,Female,White,Michigan,65000,11.08214255,1263,7.141245122
Bachelor's degree,LGL,55,Self-Employed,21,Married,2600,US,40,Female,White,Utah,30310,10.31923297,2940,7.98616486
post-high-school,LGL,62, Private Employee,18,Divorced,5740,non US,46,Female,White,California,36000,10.49127422,2625,7.872836175
high-school,LGL,22, Private Employee,16,Married,6950,US,80,Male,White,Wyoming,90000,11.40756495,740,6.606650186
Associate's degree,LGL,61, Private Employee,20,Divorced,3255,non US,40,Female,White,Texas,58000,10.96819829,1532,7.33432935
post-high-school,LGL,24,Government Employee,19,One of Single,9825,US,74,Female,non White,California,45000,10.71441777,2100,7.649692624
high-school,LGL,60,Self-Employed,16,Married,4510,US,30,Female,non White,Maryland,15000,9.61580548,3962,8.284504227
high-school,LGL,52, Private Employee,17,One of Single,4220,US,40,Female,White,North Dakota,20600,9.933046355,3629,8.196712407
Bachelor's degree,LGL,64,Government Employee,21,Married,3255,US,40,Female,White,New York,30500,10.32548196,2935,7.984462732
post-high-school,LGL,67, Private Employee,19,Married,8130,non US,20,Male,non White,California,25500,10.14643373,3279,8.095293777
Bachelor's degree,LGL,42,Government Employee,21,Married,3870,US,55,Male,White,Nevada,100000,11.51292546,592,6.383506635
Associate's degree,ENG,29, Private Employee,20,One of Single,1360,US,40,Male,White,Illinois,22400,10.01681624,3531,8.169336396
post-high-school,LGL,29, Private Employee,19,Married,4920,non US,40,Female,White,Hawaii,33000,10.40426284,2825,7.946263644
Professional degree,LGL,30,Government Employee,23,One of Single,3090,US,60,Male,White,Missouri,61200,11.02190247,1385,7.233455419
Master's degree,MGR,47, Private Employee,22,Married,230,US,50,Male,White,California,65000,11.08214255,1263,7.141245122
high-school,LGL,59, Private Employee,16,Divorced,8800,non US,40,Female,White,Illinois,33000,10.40426284,2825,7.946263644
no diploma,LGL,18, Private Employee,14,One of Single,3930,US,20,Male,White,California,2500,7.824046011,4782,8.472614148
high-school,LGL,65,Government Employee,17,One of Single,3603,non US,35,Female,non White,New York,19000,9.852194258,3767,8.234034208
high-school,LGL,27, Private Employee,16,One of Single,4230,US,40,Female,White,Wisconsin,21100,9.957028319,3596,8.187577396
no diploma,LGL,44,Government Employee,2,Married,5740,US,40,Female,White,California,47000,10.75790288,2025,7.61332498
post-high-school,LGL,60,Self-Employed,19,Married,4700,US,50,Male,White,Georgia,45000,10.71441777,2100,7.649692624
post-high-school,LGL,49, Private Employee,19,Married,5260,US,50,Male,White,Hawaii,15000,9.61580548,3962,8.284504227
post-high-school,LGL,47,Self-Employed,18,Married,4521,US,6,Female,White,Washington,6000,8.699514748,4511,8.414274137
Master's degree,MGR,43, Private Employee,22,Married,51,US,50,Female,White,Connecticut,180000,12.10071213,193,5.262690189
post-high-school,LGL,22, Private Employee,18,One of Single,3602,US,40,Female,White,Illinois,780,6.65929392,4943,8.505727713
high-school,LGL,51, Private Employee,17,Divorced,3602,non US,45,Female,non White,Pennsylvania,29100,10.27849345,3082,8.033334016
high-school,LGL,51, Private Employee,16,Married,9130,US,40,Male,White,California,38000,10.54534144,2526,7.834392303
high-school,LGL,65, Private Employee,17,Married,5740,US,40,Female,White,Pennsylvania,24000,10.08580911,3408,8.133880888
high-school,LGL,61, Private Employee,16,Divorced,4760,US,40,Female,White,Kentucky,28000,10.23995979,3129,8.048468744
high-school,CMS,61, Private Employee,16,Married,2040,US,40,Female,White,Arkansas,28000,10.23995979,3129,8.048468744
post-high-school,LGL,25, Private Employee,18,One of Single,4720,US,39,Female,non White,Illinois,22400,10.01681624,3531,8.169336396
Associate's degree,LGL,22,Government Employee,20,One of Single,3740,US,56,Male,White,Idaho,52000,10.858999,1718,7.448916103
Associate's degree,LGL,46, Private Employee,20,Married,3255,non US,40,Female,non White,Nevada,100000,11.51292546,592,6.383506635
post-high-school,LGL,31, Private Employee,18,One of Single,5740,US,38,Female,White,West Virginia,31200,10.34817337,2905,7.974188669
high-school,LGL,34,Government Employee,16,Divorced,3030,US,40,Female,White,Indiana,25200,10.13459927,3285,8.097121931
post-high-school,LGL,18, Private Employee,18,One of Single,5400,US,40,Female,White,New Mexico,990,6.897704943,4929,8.502891407
post-high-school,LGL,23,Government Employee,19,Married,2545,US,40,Female,non White,Texas,15000,9.61580548,3962,8.284504227
Associate's degree,LGL,69, Private Employee,20,Married,7340,US,20,Male,White,Pennsylvania,40600,10.61152335,2339,7.757478767
Bachelor's degree,LGL,66, Private Employee,21,Married,3255,US,22,Female,White,Maine,28000,10.23995979,3129,8.048468744
no diploma,LGL,52, Private Employee,15,Married,6050,US,40,Male,White,Texas,40500,10.60905725,2341,7.758333467
Master's degree,LGL,30, Private Employee,22,Married,3160,non US,24,Female,non White,Florida,75000,11.22524339,1002,6.909753282
post-high-school,LGL,24,Government Employee,19,One of Single,4230,US,40,Female,non White,Wyoming,4800,8.476371197,4630,8.440312147
Master's degree,LGL,51, Private Employee,22,Married,3930,US,40,Male,White,Massachusetts,30100,10.31228045,2945,7.987864096
high-school,BUS,53, Private Employee,16,Married,540,US,40,Female,White,Pennsylvania,70000,11.15625052,1135,7.03438793
high-school,LGL,19, Private Employee,16,One of Single,8940,non US,40,Male,White,Georgia,3000,8.006367568,4724,8.460411177
Master's degree,LGL,68, Private Employee,22,Married,5165,US,20,Male,White,New York,215000,12.27839331,148,4.997212274
post-high-school,LGL,20, Private Employee,19,One of Single,4720,US,20,Female,White,New York,12000,9.392661929,4149,8.33062262
Bachelor's degree,MGR,45,Self-Employed,21,Married,440,US,40,Male,White,Michigan,46000,10.73639668,2057,7.62900389
no diploma,LGL,55, Private Employee,13,Married,3930,US,40,Male,White,North Carolina,19200,9.862665558,3757,8.231376046
high-school,LGL,63, Private Employee,16,Married,5630,US,40,Female,White,Missouri,26000,10.16585182,3241,8.083637203
post-high-school,LGL,58, Private Employee,19,Married,3255,US,42,Female,White,Massachusetts,70000,11.15625052,1135,7.03438793
post-high-school,LGL,37, Private Employee,19,One of Single,4720,US,40,Female,White,Oregon,2000,7.60090246,4811,8.478660242
high-school,LGL,46, Private Employee,17,Separated,7200,US,50,Male,White,Texas,5000,8.517193191,4584,8.430327258
post-high-school,LGL,23, Private Employee,19,One of Single,5300,US,40,Female,non White,Texas,24000,10.08580911,3408,8.133880888
post-high-school,LGL,55,Self-Employed,19,Married,6230,US,30,Male,White,Colorado,50000,10.81977828,1785,7.487173694
no diploma,LGL,64, Private Employee,7,Married,2600,non US,48,Male,non White,New York,43800,10.6873891,2203,7.697575347
post-high-school,LGL,47,Government Employee,18,Married,2330,US,37,Female,White,New York,30000,10.30895266,2949,7.989221409
Bachelor's degree,LGL,45, Private Employee,21,One of Single,3245,US,20,Male,White,California,18700,9.836278803,3793,8.240912542
post-high-school,LGL,45, Private Employee,19,Married,5820,US,40,Female,White,Indiana,38000,10.54534144,2526,7.834392303
Associate's degree,LGL,59, Private Employee,20,Married,3255,US,36,Female,White,North Carolina,57000,10.95080655,1564,7.355001921
Bachelor's degree,LGL,24, Private Employee,21,One of Single,5740,US,40,Female,White,Florida,20000,9.903487553,3651,8.202756382
high-school,CMS,58, Private Employee,16,One of Single,2014,non US,40,Female,non White,California,29000,10.27505111,3086,8.034631033
Master's degree,LGL,31, Private Employee,22,Married,3230,US,30,Female,White,Texas,43000,10.66895539,2221,7.705712824
Bachelor's degree,LGL,56, Private Employee,21,Married,3255,US,50,Male,White,Wisconsin,80000,11.28978191,893,6.794586581
high-school,LGL,62, Private Employee,16,Married,9130,US,40,Male,White,New Hampshire,48000,10.77895629,1970,7.585788822
post-high-school,BUS,48, Private Employee,18,One of Single,705,US,43,Female,White,Oregon,46000,10.73639668,2057,7.62900389
high-school,LGL,23, Private Employee,16,One of Single,4810,US,40,Male,non White,California,40000,10.59663473,2353,7.763446389
high-school,LGL,58, Private Employee,16,Divorced,5110,US,40,Female,White,Florida,38000,10.54534144,2526,7.834392303
high-school,LGL,20,Government Employee,16,One of Single,3740,US,70,Male,White,South Carolina,24000,10.08580911,3408,8.133880888
post-high-school,LGL,59,Self-Employed,19,Divorced,4230,US,3,Female,White,South Dakota,6550,8.787220329,4494,8.410498453
Bachelor's degree,LGL,37, Private Employee,21,Married,5840,US,40,Female,White,New Jersey,65000,11.08214255,1263,7.141245122
high-school,LGL,22, Private Employee,16,One of Single,3620,US,12,Female,non White,California,4000,8.29404964,4666,8.448057453
high-school,LGL,68, Private Employee,17,Married,4200,US,39,Male,White,Florida,46500,10.74720759,2043,7.622174595
Master's degree,FIN,55,Government Employee,22,Married,800,US,44,Male,White,Ohio,153500,11.94145585,267,5.587248658
post-high-school,LGL,25, Private Employee,19,Married,4020,US,40,Female,White,Florida,25000,10.1266311,3296,8.100464891
high-school,LGL,51,Government Employee,16,Married,4435,US,40,Male,White,Arizona,36000,10.49127422,2625,7.872836175
Associate's degree,LGL,57, Private Employee,20,Married,5000,US,40,Female,White,California,61000,11.01862914,1387,7.23489842
Bachelor's degree,LGL,53,Self-Employed,21,Married,2600,non US,40,Male,White,New York,30000,10.30895266,2949,7.989221409
Associate's degree,CMM,39, Private Employee,20,Married,1050,US,50,Male,White,Virginia,180000,12.10071213,193,5.262690189
high-school,LGL,35, Private Employee,16,Married,2545,US,40,Female,White,Texas,18000,9.798127037,3810,8.245384468
Associate's degree,MGR,64,Self-Employed,20,Widowed,410,US,20,Female,White,Florida,70400,11.16194854,1130,7.029972912
no diploma,LGL,56, Private Employee,15,Married,4720,US,31,Female,White,Florida,11500,9.350102314,4220,8.347590407
post-high-school,LGL,69,Government Employee,19,Married,4720,US,20,Male,White,New Jersey,25000,10.1266311,3296,8.100464891
Associate's degree,MGR,55,Self-Employed,20,Married,52,US,30,Male,White,New Hampshire,30770,10.33429547,2930,7.982757702
post-high-school,LGL,24,Government Employee,18,One of Single,5240,non US,40,Female,non White,Minnesota,45000,10.71441777,2100,7.649692624
Bachelor's degree,LGL,33, Private Employee,21,One of Single,5860,US,40,Female,White,New Jersey,42000,10.6454249,2257,7.721791777
Bachelor's degree,LGL,62,Self-Employed,21,Married,9645,US,50,Male,White,Arkansas,110000,11.60823564,499,6.212606096
high-school,BUS,63, Private Employee,16,Married,530,US,50,Male,White,South Carolina,421000,12.95038811,50,3.912023005
no diploma,LGL,75,Self-Employed,12,Widowed,2640,US,32,Male,non White,California,503300,13.12894169,21,3.044522438
Bachelor's degree,LGL,44,Government Employee,21,One of Single,2310,US,38,Female,non White,Indiana,48000,10.77895629,1970,7.585788822
high-school,LGL,18, Private Employee,16,One of Single,2722,US,2,Male,White,Pennsylvania,850,6.745236349,4937,8.504513138
post-high-school,LGL,53, Private Employee,19,Divorced,2751,US,60,Male,White,Florida,85000,11.35040654,811,6.698268054
high-school,LGL,50,Self-Employed,16,Married,4655,non US,10,Female,White,California,5000,8.517193191,4584,8.430327258
Associate's degree,FIN,67,Self-Employed,20,Married,800,non US,40,Female,White,California,39800,10.59162219,2485,7.818027939
Bachelor's degree,CMM,40,Government Employee,21,Married,1108,US,40,Male,White,New York,85000,11.35040654,811,6.698268054
Master's degree,BUS,55, Private Employee,22,Married,650,US,45,Male,White,Oklahoma,58200,10.97164063,1528,7.33171497
post-high-school,LGL,56, Private Employee,19,Separated,3030,non US,40,Female,White,California,37900,10.54270639,2580,7.855544678
post-high-school,LGL,24, Private Employee,19,One of Single,9620,US,35,Male,White,Texas,20000,9.903487553,3651,8.202756382
Master's degree,MGR,53, Private Employee,22,Married,230,US,50,Male,White,New York,200050,12.20632261,162,5.087596335
post-high-school,MGR,60, Private Employee,18,Married,440,US,40,Female,White,Oklahoma,32000,10.37349118,2855,7.956827122
Associate's degree,CMM,48, Private Employee,20,Married,1108,US,40,Female,White,New Jersey,120000,11.69524702,415,6.02827852
Master's degree,LGL,52, Private Employee,22,Married,2310,US,50,Female,White,Texas,52000,10.858999,1718,7.448916103
post-high-school,LGL,41, Private Employee,19,Separated,7800,US,40,Female,non White,Georgia,50000,10.81977828,1785,7.487173694
Master's degree,LGL,30, Private Employee,22,Married,2310,US,40,Female,White,Arizona,40000,10.59663473,2353,7.763446389
Bachelor's degree,LGL,53, Private Employee,21,Married,7000,US,45,Male,White,Louisiana,208000,12.24529336,154,5.036952602
Bachelor's degree,CMM,30, Private Employee,21,One of Single,1021,US,40,Male,White,Virginia,96000,11.47210347,683,6.52649486
Bachelor's degree,LGL,65,Self-Employed,21,Married,8350,US,60,Female,White,Tennesse,29900,10.30561376,3068,8.028781162
post-high-school,LGL,50, Private Employee,18,One of Single,7120,US,45,Male,White,Michigan,46100,10.73856823,2052,7.626570206
high-school,LGL,48, Private Employee,17,Married,4700,US,20,Female,White,Washington,10000,9.210340372,4271,8.359603271
no diploma,LGL,37, Private Employee,15,Divorced,7360,US,60,Male,White,Indiana,70000,11.15625052,1135,7.03438793
high-school,MGR,30, Private Employee,16,Married,440,US,40,Male,White,Virginia,32000,10.37349118,2855,7.956827122
Master's degree,LGL,68, Private Employee,22,Widowed,3255,US,4,Female,White,Washington,62100,11.03650127,1355,7.211556733
